Item_Name,SKU,GMV,Units_Sold,Orders,Offer_Pageviews,Offer_Conversion,Item_id,Base_Item_Id,Item_Pageviews,Item_Conversion,Auth_Sales,Cancelled_Sales,Refund_Sales,Department,Brand,Listing_Quality_Score,GMV_Minus_Commission,AUR,Cancelled_Units,Item_Condition,cancellation_Rate,Refund_Rate
"Restored HP EliteDesk 800 G1 Tower Computer PC, 3.20 GHz Intel i5 Quad Core Gen 4, 16GB DDR3 RAM, 2TB SATA Hard Drive, Windows 10 Home 64 bit (Refurbished)",JEW-W0Z-NWZ,224.01,1,2,6,16.666666666666664,669006249,669006249.0,11,18.181818181818183,448.02,0.0,224.01,TABLETS,HP,22.44896189371745,210.57,224.01,0,Restored: Like New,0.0,112.005
"DELL Optiplex 7010 Desktop Computer PC, Intel Dual-Core i3, 2TB HDD, 16GB DDR3 RAM, Windows 10 Home, DVD, WIFI, Monitor Not Included, USB Keyboard and Mouse (Used - Like )",C6B-TV-9U1,189.95,1,1,6,16.666666666666664,2271390493,2271390493.0,8,12.5,189.95,0.0,0.0,TABLETS,Dell,0.0,178.55,189.95,0,New,0.0,0.0
Dell Optiplex 7010 Windows 11 Pro Pro Premium Desktop PC Tower i5 Processor 3.0GHz Processor 16GB RAM 480SSD Hard Drive DVD-RW Wifi with a (Monitor Not Included)-Used Computer,HHD-T15V-Y1J,470.2,2,2,11,18.181818181818183,657554566,657554566.0,13,15.384615384615383,470.2,0.0,0.0,TABLETS,Dell,33.163278579711914,441.98,235.1,0,New,0.0,0.0
"Restored HP 8200 SFF Desktop PC with Intel Core i5-2400 Processor, 8GB Memory, 22"" LCD Monitor, 2TB Hard Drive and Windows 10 Pro (Refurbished)",UOX-Y8B-JUH,0.0,0,0,0,,55484887,55484887.0,0,,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Restored: Like New,,
"Pre-Owned Factory Dell Optiplex 7010 Windows 11 Professional Desktop Computer PC Intel Quad i5-3470 3.2GHz Processor 16GB Ram 1TB Hard Drive w/Keyboard, Mouse and (Monitor Not Included) - Used",UBN-ENQW-BCC,325.18,2,2,6,33.33333333333333,712730918,712730918.0,14,14.285714285714285,325.18,0.0,0.0,TABLETS,Dell,70.29479047987196,305.66,162.59,0,Pre-Owned: Good,0.0,0.0
"Lenovo M92P Desktop Computer PC, 19"" Monitor, Intel Quad-Core i5 3.2GHz Processor 8GB RAM 248GB SSD + 1TB Hard Drive Windows 10 Pro with AMD Radeon RX Graphics Card (League of Legends Ready)",YO9-0B87-C71,0.0,0,1,2,50.0,551394060,551394060.0,2,50.0,193.92,0.0,193.92,COMPUTING,Lenovo,32.19260787963867,0.0,193.92,0,New,0.0,193.92
Restored Dell Gray Optiplex 990 Desktop Intel Quad Core 3.1GHz 8GB RAM 320GB HDD Intel HD Graphics 2000 DVD-RW Windows 10 Professional (Refurbished),K2B-B8G-ZYLN,0.0,0,0,0,,173988967,173988967.0,0,,0.0,0.0,0.0,TABLETS,Dell,100.0,0.0,,0,Restored: Like New,,
Dell Optiplex 7010 Windows 11 Pro Desktop PC Tower Core i5 3.1GHz Processor 16GB RAM 512SSD Hard Drive DVD-RW Wifi with a (Monitor Not Included)-Used Computer,WX3-OW5A-CC7,927.6,5,1,6,16.666666666666664,583682824,583682824.0,21,4.761904761904762,927.6,0.0,0.0,TABLETS,Dell,0.0,871.94,185.52,0,New,0.0,0.0
"Restored HP G1 Desktop Computer Core i5 CPU up to 16GB RAM 2TB HDD or 512GB SSD and a 24"" LCD with Windows 10 (Refurbished)",1MP-P2J-HA90,-120.66,-1,0,0,,1653025485,1653025485.0,0,,0.0,120.66,0.0,TABLETS,HP,0.0,-113.42,,1,Restored: Like New,inf,
"Pre-Owned Dell Optiplex 7010 Tower Desktop Computer PC, 3.40 GHz Intel i5 Quad Core Gen 3, 16GB DDR3 RAM, 500GB SATA Hard Drive, Windows 10 Professional 64 bit",TNK-B2I-RGI,0.0,0,0,0,,587428556,587428556.0,0,,0.0,0.0,0.0,TABLETS,Dell OptiPlex,36.00580978393555,0.0,,0,Pre-Owned: Good,,
HP 8100 Tower PC i5 Dual Core 3.1Ghz 16GB New 500GB SSD DVD+RW Windows 10 Professional Bit WiFi Dual Display Ready,4UY-YQV-MFND,0.0,0,0,0,,882653220,882653220.0,0,,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,New,,
"Pre-Owned HP EliteDesk 8100 Desktop Computer PC, Intel Dual-Core i5, 250GB HDD, 16GB DDR3 RAM, Windows 10 Home, DVD, WIFI, 19in Monitor, USB Keyboard and Mouse, Bluetooth Included (Used )",3BI-I8A-LPV,0.0,0,0,0,,757694679,757694679.0,0,,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Pre-Owned: Like New,,
Restored HP Desktop Computer ProDesk 600 G1 Intel Core i3 3.4GHz 8GB 500GB HD DVD Wifi with Windows 10 - PC (Refurbished),HM79-WZSI-4V46W,364.4,5,1,26,3.8461538461538463,201296146,201296146.0,74,1.351351351351351,364.4,0.0,0.0,TABLETS,HP,28.571428298950195,349.1,72.88,0,Restored: Like New,0.0,0.0
"Dell Optiplex 9010 Business Desktop, Core i5, 8GB, 2TB HD (Refurbished)",KZ0-06D-OTU,0.0,0,0,0,,759689872,759689872.0,0,,0.0,0.0,0.0,TABLETS,Dell,0.0,0.0,,0,New,,
"Pre-Owned HP EliteDesk 8200 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 2, 8GB DDR3 RAM, 500GB Hard Disk Drive (HDD) SATA Hard Drive, Windows 10 Home 64bit",7ER-RMP-FDLK,0.0,0,0,0,,559929154,131022644.0,0,,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Pre-Owned: Like New,,
"5' VGA to VGA Cable, Black, Lenovo Desktop Computer",ZQL-LH8GB9K,11.74,2,0,0,,385709203,385709203.0,0,,11.74,0.0,0.0,COMPUTER ACCESSORIES,Lenovo,0.0,9.98,5.87,0,New,,
"HP EliteDesk 800G1, Intel Quad Core I5 3.2GHz, 16GB RAM, 1TB SATA HDD + 16GB Jump Drive, Windows 10 Pro 64 Bit Desktop Computer, 24 LCD, Wireless Keyboard and Mouse, WIFI",CBF-YU-40G,170.0,1,1,0,,3237384648,3237384648.0,0,,170.0,0.0,0.0,TABLETS,HP,0.0,159.8,170.0,0,New,0.0,0.0
"Dell Optiplex 7010 Desktop i5 Dual Core 3.3Ghz 16GB 2TB DVD-RW HDMI Windows 7 64 Bit 1 Year Warranty with 17"" LCD Monitor",TJ4-LWW7-P1I,0.0,0,1,4,25.0,882583475,882583475.0,4,25.0,183.75,183.75,0.0,TABLETS,Dell,100.0,0.0,183.75,1,New,1.0,0.0
Restored Gaming Dell 7020 Desktop Tower Computer PC Intel Core i54th Gen. Processor 16GB Ram 240GB SSD 500GB HDD NVIDIA GT 1030 Bto KB & Mouse Wifi Adapter Bluetooth Windows 10 (Refurbished),RVX-C1J-JYX,182.47,1,1,5,20.0,916031329,916031329.0,13,7.6923076923076925,182.47,0.0,0.0,TABLETS,Dell,0.0,171.52,182.47,0,Restored: Like New,0.0,0.0
DELL Desktop Computer PC Core i5 1TB 3.2Ghz 16GB WiFi WIN 10 For Fortnite Gaming,RL9-3K84-S44,189.32,1,1,3,33.33333333333333,673349586,673349586.0,5,20.0,189.32,0.0,0.0,COMPUTING,Dell,100.0,177.96,189.32,0,New,0.0,0.0
"Pre-Owned Fast HP 8100 Desktop Computer Tower PC Intel Quad-Core i5 3.2GHz Processor 4GB RAM 250GB Hard Drive Windows 10 Pro 64bit with a 22"" LCD Monitor Keyboard and Mouse",IDH-HG8-9I0,0.0,0,0,0,,876356432,876356432.0,0,,0.0,0.0,0.0,TABLETS,HP,67.34688568115234,0.0,,0,Pre-Owned: Like New,,
"Pre-Owned Dell OptiPlex 3020 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core , 16GB DDR3 RAM, 2TB HDD, Windows 11 Home 64-bit, Wi-Fi",YG6-3H85-I77,150.9,1,1,0,,966070365,966070365.0,4,25.0,150.9,0.0,0.0,TABLETS,Dell,30.320749282836918,141.85,150.9,0,Pre-Owned: Good,0.0,0.0
"Pre-Owned Windows 11 Pro 64bit Fast Dell 7010 Desktop Computer Tower PC Intel Quad-Core i5 3.2GHz Processor 16GB RAM 1TB Hard Drive with a 17"" LCD Monitor Keyboard and Mouse",ELA-AVQ-3G8,309.8,2,1,6,33.33333333333333,996743700,996743700.0,8,25.0,309.8,0.0,0.0,TABLETS,Dell,100.0,291.21,154.9,0,New,0.0,0.0
"Restored Dell Optiplex 9010-D WA1-0372 Desktop PC with Intel Core i5-3470 Processor, 16GB Memory, 2TB Hard Drive and Windows 10 Pro (Monitor Not Included) (Refurbished)",PHT-N82-6QR,0.0,0,0,0,,50644443,50644443.0,0,,0.0,0.0,0.0,TABLETS,Dell,100.0,0.0,,0,Restored: Like New,,
Restored HP G1 Desktop Computer Core i5 Processor 3.2GHz 8GB RAM 500GB HDD Windows 10 (Refurbished),8UH-HVY-ZODP,0.0,0,0,0,,1532561665,1532561665.0,7,0.0,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Restored: Like New,,
"Restored Dell Windows 11 Desktop Computer OptiPlex 3060 SFF Core i5 Processor 16GB RAM 1TB Hard Drive DVD Wi-Fi 22"" LCD Monitor with T-Wolf TF100 Wireless Keyboard and Mouse (Refurbished)",VLD-H4L-HDE,0.0,0,0,0,,654672770,654672770.0,30,3.333333333333333,0.0,0.0,0.0,TABLETS,Dell,0.0,0.0,,0,New,,
Restored Dell Optiplex 7010 Windows 11 Pro Desktop PC Tower Core i3 3.1GHz Processor 8GB RAM 500GB Hard Drive DVD-RW Wifi with a (Monitor Not Included) Computer (Refurbished),FF7-3I64-Z34,2317.19,18,22,287,6.620209059233449,925206273,925206273.0,737,3.6635006784260513,2833.1,128.67,387.24,TABLETS,Dell,77.92207856611772,2178.16,128.7772727273,1,Restored: Like New,0.045454545454545456,17.60181818181818
"HP Pro 6200 SFF Desktop, Intel i5-2400, 8GB RAM, 1TB HDD, 22"" LCD, Windows 10 Home (Refurbished)",XOS-SSR-MPZ,0.0,0,0,0,,293023814,293023814.0,0,,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,New,,
"Pre-Owned Used Dell OptiPlex 3010 Tower Desktop PC with Intel Core i3 Processor, 8GB Memory, 2TB Hard Drive and Windows 11 Pro (Monitor Not Included)",SA1-4L88-C87,515.6,4,5,10,50.0,554415373,554415373.0,15,33.33333333333333,773.4,0.0,257.8,TABLETS,Dell,56.85131412082248,484.67,128.9,0,Pre-Owned: Good,0.0,51.56
Pre-Owned Windows 11 Pro Fast Dell Optiplex 9020 Desktop Computer Tower PC Intel Quad-Core i5 3.2GHz Processor 8GB RAM 250GB Hard Drive 64bit,FV6-8U39-B20,0.0,0,0,0,,224715704,224715704.0,0,,0.0,0.0,0.0,TABLETS,Dell,0.0,0.0,,0,Pre-Owned: Like New,,
"Restored HP G1 Desktop Computer Core i5 CPU up to 16GB RAM 2TB HDD or 512GB SSD and a 24"" LCD with Windows 10 (Refurbished)",G2S-S2J-S972,1796.3,11,12,60,11.666666666666666,1967092334,1967092334.0,192,6.25,2449.5,163.3,489.9,TABLETS,Dell,11.88474453196806,1688.5,163.3,1,Restored: Like New,0.08333333333333333,40.824999999999996
Pre-Owned Dell OptiPlex 7010 Windows 11 Pro Desktop Computer Intel Core i5 3.1GHz Processor 16GB RAM 2TB HD Wifi (Monitor Not Included) Keyboard and Mouse - Used PC with a 1 Year Warranty,RVM-OEK7-EJI,0.0,0,0,0,,734676361,734676361.0,0,,0.0,0.0,0.0,TABLETS,Dell,100.0,0.0,,0,Pre-Owned: Good,,
"Dell OP7060SFFT7G0K OptiPlex 7060 SFF Desktop Computer with Intel Core i7-8700 3.2 GHz Hexa-core, 16GB RAM, 256GB SSD",TOBO-ZV69-SMH90,834.0,3,2,1,100.0,1281666494,1281666494.0,1,100.0,834.0,0.0,0.0,COMPUTING,Dell,87.36480331420898,783.96,278.0,0,New,0.0,0.0
Lenovo Tower Computer PC 8GB 1TB For Fortnite Windows 11 Pro,PV6-8Z20-Q24,351.18,2,1,3,33.33333333333333,759396885,759396885.0,3,33.33333333333333,351.18,0.0,0.0,COMPUTING,Lenovo,0.0,330.11,175.59,0,New,0.0,0.0
"Restored HP G1 Desktop Computer Core i5 CPU up to 16GB RAM 2TB HDD or 512GB SSD and a 24"" LCD with Windows 10 (Refurbished)",2QL-LHG-FU5E,617.55,5,6,0,,1024349710,1024349710.0,128,4.6875,741.06,123.51,0.0,TABLETS,HP,28.862951006208142,580.5,123.51,1,Restored: Like New,0.16666666666666666,0.0
Dell Optiplex 7010 Windows 11 Pro Desktop PC Tower Core i3 3.1GHz Processor 16GB RAM 1TB Hard Drive DVD-RW Wifi with a (Monitor Not Included) -Used Computer,BMC-PF7V-YMA,-194.73,-1,2,5,40.0,404690251,404690251.0,7,28.57142857142857,389.46,0.0,584.19,TABLETS,Dell,12.5,-183.05,194.73,0,New,0.0,292.095
"Dell OptiPlex 790 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 2, 16GB DDR3 RAM, 500GB SATA Hard Drive, Windows 7 Professional 64bit with 19"" LCD Monitor",E8D-HUBA-3TZ,0.0,0,0,0,,759612007,759612007.0,0,,0.0,0.0,0.0,COMPUTING,Dell,56.45156764984131,0.0,,0,New,,
"Pre-Owned DELL Optiplex 7010 Desktop Computer PC, Intel Quad-Core i7, 2TB HDD, 8GB DDR3 RAM, Windows 10 Home, DVD, WIFI, 19in Monitor, RGB Keyboard and Mouse",TP2-0F82-W64,0.0,0,0,0,,711087088,711087088.0,4,0.0,0.0,0.0,0.0,TABLETS,Dell,23.66376241048177,0.0,,0,Pre-Owned: Good,,
"Restored Dell OptiPlex 790 Intel Core i5 Windows 7 Desktop Computer Bundle with 8GB Memory 500GB Hard Drive DVD Wi-Fi and a 17"" LCD Screen (Refurbished)",MQ2-7G62-I85,0.0,0,0,0,,682181234,682181234.0,0,,0.0,0.0,0.0,TABLETS,Dell,33.163278579711914,0.0,,0,Restored: Like New,,
"Restored Dell Optiplex 3010 Tower Computer PC, 3.20 GHz Intel i5 Quad Core Gen 3, 16GB DDR3 RAM, 2TB SATA Hard Drive, Windows 11 Professional 64bit with (Monitor Not Included) (Refurbished)",OD5-O2VS-GUO,0.0,0,0,0,,453099912,453099912.0,0,,0.0,0.0,0.0,TABLETS,Dell,32.653114318847656,0.0,,0,Restored: Like New,,
"Restored HP ProDesk 6300 Desktop Tower Computer, Intel Core i5, 8GB RAM, 1TB HD, DVD-RW, Windows 10 Professional, Black (Refurbished)",QC3-D4G-3ZW,0.0,0,0,0,,50644503,50644503.0,75,0.0,0.0,0.0,0.0,TABLETS,HP,16.836721420288086,7.48,,0,Restored: Like New,,
"Restored HP 800 G1 T Desktop PC with Intel Core i7-4790 Processor, 16GB Memory, 500GB Hard Drive and Windows 10 Pro (Refurbished)",GY2-22F-A6BW,191.25,1,1,0,,56163711,56163711.0,3,33.33333333333333,191.25,0.0,0.0,TABLETS,HP,67.34688568115234,179.77,191.25,0,Restored: Like New,0.0,0.0
"HP 8200 Elite Desktop Computer, Intel Core I5 3.2GHz, 8GB RAM, 500GB HDD, DVD-ROM, Windows 10 Home WIFI",PO6-0Z40-S11,0.0,0,0,0,,604998416,604998416.0,0,,0.0,0.0,0.0,COMPUTING,HP,0.0,0.0,,0,New,,
"HP EliteDesk 8100 Tower Computer PC, 3.20 GHz Intel i5 Dual Core Gen 1, 16GB DDR3 RAM, 1TB Hard Disk Drive, Dual 22 Monitors, Windows 10 Professional 64bit",QZG-BR-YN8,0.0,0,1,6,16.666666666666664,3378975027,3378975027.0,11,9.090909090909092,205.23,0.0,205.23,TABLETS,HP,0.0,0.0,205.23,0,New,0.0,205.23
"Pre-Owned Dell Optiplex 7010 Desktop Computers, Intel Core i5, 16GB, 240GB SSD, DVD",6B8-9UW5-PNK,0.0,0,0,0,,360426853,360426853.0,0,,0.0,0.0,0.0,TABLETS,Dell,100.0,0.0,,0,Pre-Owned: Like New,,
DELL Optiplex 3020 SFF Desktop PC - Intel Core i5 3.6 GHz 4GB 250GB 128SSD DVDRW Windows 11 Pro (Monitor Not Included),YH8-5O72-C29,290.8,2,3,6,50.0,957601141,957601141.0,14,21.428571428571427,442.69,0.0,151.89,COMPUTING,Dell,75.0,273.35,147.5633333333,0,New,0.0,50.629999999999995
"Dell OptiPlex 3020 Ultra Small Form Desktop Computer PC, 3.20 GHz Intel i5 Quad Core , 16GB DDR3 RAM, 2TB HDD Hard Drive, Windows 11 Professional 64Bit (Monitor Not Included)",I86-VP9F-7LP,0.0,0,1,1,100.0,937553238,937553238.0,1,100.0,163.9,0.0,163.9,COMPUTING,Dell,28.22578382492065,0.0,163.9,0,New,0.0,163.9
"Pre-Owned Lenovo Thinkcentre M91 SFF Desktop Computer Core i5, 8GB Ram, 2TB HDD, Nvidia GT 730, New 24"" LCD, Keyboard & Mouse, WiFi, Bluetooth, Win10 Home (Refurbished)",ARS-S5O-TKS,0.0,0,0,0,,455204424,455204424.0,0,,0.0,0.0,0.0,TABLETS,Lenovo,0.0,0.0,,0,New,,
"Restored Dell OptiPlex Desktop Computer PC with RGB lights, Intel i5 Quad-Core 6th Gen. Processor, 16GB Ram, 512GB SSD, 22 inch Monitor, BTO RGB Gaming Keyboard & Mouse, WiFi, Windows 10 Pro (Refurbished)",S4P-PYU-ZU1X,179.74,1,3,15,20.0,2241074584,1186201931.0,322,0.9316770186335404,539.22,0.0,359.48,TABLETS,Dell,50.0,168.96,179.74,0,Restored: Like New,0.0,119.82666666666667
"Dell OptiPlex 7010 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 3, 16GB DDR3 RAM, 2TB SATA Hard Drive, Windows 11 Professional 64bit (Monitor Not Included)",DEE-PT79-DH7,0.0,0,1,0,,625421048,625421048.0,0,,190.55,190.55,0.0,TABLETS,Dell,100.0,0.0,190.55,1,New,1.0,0.0
"Pre-Owned Dell Optiplex 3010 Tower Computer PC, 3.20 GHz Intel i5 Quad Core Gen 3, 16GB DDR3 RAM, 240SSD SATA Hard Drive, Windows 11 Professional 64bit (Monitor Not Included) - Used",P2G-4GSJ-6B4,0.0,0,0,0,,924410716,924410716.0,0,,0.0,0.0,0.0,TABLETS,Dell,55.83091354370117,0.0,,0,Pre-Owned: Like New,,
Lenovo Gaming PC Win 11 500GB Intel i5 8GB For FORTNITE Gaming Desktop PC,JZ1-1R34-S70,159.23,1,1,5,20.0,968767096,968767096.0,8,12.5,159.23,0.0,0.0,COMPUTING,Lenovo,0.0,149.68,159.23,0,New,0.0,0.0
"Dell 22 Inch Optiplex 3020 SFF Desktop Computer, Intel Core i5, 8 GB, 256GB SSD (Refurbished)",JII-I9S-3Y1R,170.04,1,1,84,1.1904761904761905,796952534,796952534.0,113,0.8849557522123894,170.04,0.0,0.0,TABLETS,Dell,0.0,159.84,170.04,0,Restored: Like New,0.0,0.0
"Restored Dell OptiPlex 9010 Desktop Tower Computer, Intel Core i5, 8GB RAM, 1TB HD, DVD-RW, Windows 10 Pro 64-bit, Black (Refurbished)",3YE-02L-CCJ,0.0,0,0,2,0.0,49333283,49333283.0,7,0.0,0.0,0.0,0.0,TABLETS,Dell,40.30613565444946,0.0,,0,Restored: Like New,,
"Dell Optiplex 3020 Desktop Computer, Intel Core I5, 8GB RAM 500GB HDD Windows 11 Pro, Includes 19 in , USB Keyboard and Mouse 1 (Monitor Not Included)",TM1-3F77-Z52,425.61,3,3,6,50.0,203350504,203350504.0,8,37.5,425.61,0.0,0.0,COMPUTING,Dell,37.63437843322754,400.08,141.87,0,New,0.0,0.0
"Pre-Owned Dell OptiPlex 7010 SFF Desktop Computer, Intel Core i5, 16GB RAM, 500GB HD, DVD, Wi-Fi with a 19"" LCD Monitor, Windows 7 Used PC",WQJ-7XCM-7SS,0.0,0,1,0,,118557878,118557878.0,3,33.33333333333333,171.9,0.0,171.9,TABLETS,Dell,16.326557159423828,-10.31,171.9,0,Pre-Owned: Good,0.0,171.9
"HP Desktop Computers, Intel Core i5, 8GB, 2TB HD, DVD, 800G1",O5Z-5GLO-009,0.0,0,1,25,4.0,757872195,757872195.0,205,0.4878048780487805,108.33,108.33,0.0,COMPUTING,HP,0.0,0.0,108.33,1,New,1.0,0.0
"Pre-Owned HP Elite 8100 Desktop Computer - Intel Core i7, 8GB RAM, 1TB Hard Drive, DVD, Keyboard, Mouse, WiFi, Windows 10 - 1 Year Warranty",CDO-O9F-EFO,0.0,0,0,0,,849424895,849424895.0,0,,0.0,0.0,0.0,TABLETS,HP,67.34688568115234,0.0,,0,Pre-Owned: Good,,
"Restored Dell Small SFF Desktop Computer PC Core i5 3.10Ghz 16GB 1TB Windows 10 Pro 22"" LCD Wi-Fi (Refurbished)",AGQ-T9S-YFA,0.0,0,0,0,,318328434,318328434.0,2,0.0,0.0,0.0,0.0,TABLETS,Dell,32.653114318847656,0.0,,0,Restored: Like New,,
"Restored Dell Micro Desktop Computer OptiPlex 3020 Intel Core i5 Processor 8GB Memory 500GB HDD Wi-fi 17"" LCD Monitor - PC Windows 10 (Refurbished)",92G-7KS-J63,0.0,0,0,1,0.0,552306134,552306134.0,12,0.0,0.0,0.0,0.0,TABLETS,Dell,100.0,0.0,,0,New,,
"Dell Optiplex 990 Tower Computer PC, 3.20 GHz Intel i5 Quad Core Gen 2, 16GB DDR3 RAM, 2TB SATA Hard Drive, Windows 7 Professional 64bit with Monitor Not Included Monitor",EZ0-2CXT-W4R,442.46,2,1,2,50.0,938733031,938733031.0,5,20.0,442.46,0.0,0.0,COMPUTING,Dell,100.0,415.91,221.23,0,New,0.0,0.0
"Pre-Owned HP EliteDesk 800G1 Desktop Computer PC, Intel Quad-Core i7, 1TB HDD, 8GB DDR3 RAM, Windows 10 Pro, DVD, WIFI, USB Keyboard and Mouse (Used )",67K-KUL-ZU4,0.0,0,0,0,,943359944,943359944.0,0,,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Pre-Owned: Like New,,
"Pre-Owned HP EliteDesk 800G1 Desktop Computer PC, Intel Quad-Core i7, 1TB HDD, 16GB DDR3 RAM, Windows 10 Home, DVD, WIFI, 22in Monitor, USB Keyboard and Mouse (Used )",EFP-P78-0VY,0.0,0,0,0,,724862176,724862176.0,0,,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Pre-Owned: Like New,,
"Dell Optiplex 7020 Tower Computer PC, 3.20 GHz Intel i5 Quad Core Gen 4, 16GB DDR3 RAM, 240GB SSD Hard Drive, Windows 10 Professional 64 bit",UXE-A1G-DSX,0.0,0,1,1,100.0,201588045,201588045.0,1,100.0,200.7,0.0,200.7,COMPUTING,Dell,50.0,0.0,200.7,0,New,0.0,200.7
Fast Lenovo M92P Desktop Gaming Computer PC Intel Quad-Core i5 3.2GHz Processor 8GB RAM 512GB SSD + 2TB Hard Drive Windows 11 Pro with AMD Radeon Graphics Card (League of Legends Ready),OH4-0Q87-P59,0.0,0,0,0,,137403712,137403712.0,0,,0.0,0.0,0.0,COMPUTING,Lenovo,0.0,0.0,,0,New,,
Dell Optiplex 7010 Windows 11 Pro Desktop PC Tower Core i5 3.1GHz Processor 16GB RAM 500GB Hard Drive DVD-RW Wifi with a (Monitor Not Included)-Used Computer,UMH-RSFC-Z8W,-164.81,-1,0,0,,435856788,435856788.0,0,,0.0,0.0,164.81,TABLETS,Dell,0.0,-154.92,,0,New,,inf
"Pre-Owned Gaming DELL OptiPlex 7010 Desktop Computer PC - Intel Quad-Core i5, 1TB HDD, 8GB DDR3 RAM, Windows 11 Pro, DVD, WIFI, RGB Keyboard and Mouse (Used )",28VP-CR5-9ZGY6,209.25,1,1,1,100.0,2188108131,2188108131.0,1,100.0,209.25,0.0,0.0,TABLETS,Dell,100.0,196.69,209.25,0,Pre-Owned: Like New,0.0,0.0
"Pre-Owned DELL OptiPlex 7010 Desktop Computer PC - Intel Quad-Core i5, 250GB HDD, 8GB DDR3 RAM, Windows 10 Pro, DVD, WIFI, (Monitor Not Included) Monitor, RGB Keyboard and Mouse (Used )",O90-4J-5SN,0.0,0,0,0,,2009219852,2009219852.0,0,,0.0,0.0,0.0,TABLETS,Dell,100.0,0.0,,0,Pre-Owned: Like New,,
"Pre-Owned DELL Optiplex 790 Desktop Computer PC, Intel Quad-Core i5, 2TB HDD, 8GB DDR3 RAM, Windows 10 Pro, DVD, WIFI, 19in Monitor, USB Keyboard and Mouse (Used )",M57-7MV-MVO,0.0,0,0,0,,399839481,399839481.0,0,,0.0,0.0,0.0,TABLETS,Dell,100.0,0.0,,0,Pre-Owned: Like New,,
Dell Optiplex 7010 Windows 11 Pro Desktop PC Tower Core i3 3.1GHz Processor 16GB RAM 2TB Hard Drive DVD-RW Wifi with a (Monitor Not Included) -Used Computer,YZ1-E09F-Z2P,169.9,1,1,3,33.33333333333333,347320028,347320028.0,10,0.0,169.9,0.0,0.0,TABLETS,Dell,0.0,159.71,169.9,0,New,0.0,0.0
"Dell OptiPlex 9020 Desktop Computer PC, 3.20 GHz Intel i5 Quad Core Gen 4, 8GB DDR3 RAM, 512GB Solid State Drive (SSD) SSD Hard Drive, Windows 10 Home 64bit",QYI-R5O-AMI,165.9,1,1,4,25.0,447683106,447683106.0,4,25.0,165.9,0.0,0.0,TABLETS,Dell,27.98838424682617,155.95,165.9,0,New,0.0,0.0
"HP EliteDesk 8100 Desktop Computer PC, Intel Dual-Core i5, 1TB HDD, 8GB DDR3 RAM, Windows 10 Home, DVD, WIFI, 19in Monitor, USB Keyboard and Mouse (Used )",Q48-8DA-AWO,0.0,0,0,0,,432978111,432978111.0,0,,0.0,0.0,0.0,TABLETS,HP,67.34688568115234,0.0,,0,Pre-Owned: Like New,,
"HP 6300 Professional Desktop, Core i5, 16GB, 1TB HD, Refurbished",CTP-EYH-GFH,0.0,0,0,0,,255044655,255044655.0,0,,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Restored: Like New,,
"Windows 11 Pro Dell OptiPlex 3020 Desktop Computer, Intel Corei5 Dual-core (2 Core) 3.50 GHz, 8GB RAM DDR3 500GB HDD, Small Form Factor with (Monitor Not Included)",YA6R-4VJA-U3243,2566.11,16,26,714,3.6414565826330536,565289847,565289847.0,1219,2.461033634126333,4327.54,159.9,1601.53,COMPUTING,Dell,30.803571462631226,2412.19,160.2792592593,1,New,0.038461538461538464,61.597307692307695
Pre-Owned Windows 11 Pro 64bit Fast Dell 7010 Desktop Computer Tower PC Intel Quad-Core i5 3.2GHz Processor 8GB RAM 1TB Hard Drive (Monitor Not Included) Keyboard and Mouse,RDY-Y6M-V6N,0.0,0,0,2,0.0,634393112,634393112.0,3,0.0,0.0,0.0,0.0,TABLETS,Dell,66.66666666666667,0.0,,0,Pre-Owned: Like New,,
Fast Dell Optiplex 7010 Desktop PC I5-3470 Quad Core 3.2Ghz 8Gb 2TB DVDRW Windows 11 64 Bit WiFi with (Monitor Not Included),G4F-D5NJ-EX0,1209.46,7,9,29,27.58620689655172,797145594,797145594.0,47,19.148936170212767,1555.02,0.0,345.56,COMPUTING,Dell,63.38176668607272,1136.87,172.78,0,New,0.0,38.39555555555555
Pre-Owned Windows 11 Pro 64bit Fast HP 8200 Desktop Computer Tower PC Intel Quad-Core i5 3.2GHz Processor 16GB RAM 500GB Hard Drive with a (Monitor Not Included) Keyboard and Mouse! - Used,UK8-3D26-X52,0.0,0,0,0,,672115624,672115624.0,0,,0.0,0.0,0.0,TABLETS,HP,0.0,0.0,,0,Pre-Owned: Like New,,
